row,accession
1782,Q96LT4
1783,Q96LW4
1784,Q96LX7
1785,Q96M02
1786,Q96M61
1787,Q96MB7
1788,Q96MP8
1789,Q96MT3
1790,Q96MV8
1791,Q96MW5
1792,Q96NB1
1793,Q96NL3
1794,Q96NL6
1795,Q96NM4
1796,Q96NZ8
1797,Q96P11
1798,Q96P53
1799,Q96P65
1800,Q96PC3
1801,Q96PD2
1802,Q96PD5
1803,Q96PK6
1804,Q96PU5
1805,Q96PZ2
1806,Q96QF0
1807,Q96QS3
1808,Q96RF0
1809,Q96RJ3
1810,Q96RL1
1811,Q96RQ3
1812,Q96RS0
1813,Q96RU8
1814,Q96S16
1815,Q96SA4
1816,Q96SB3
1817,Q96SL4
1818,Q96SQ9
1819,Q96T17
1820,Q96T53
1821,Q96TA2
1822,Q99075
1823,Q99447
1824,Q99453
1825,Q99459
1826,Q99467
1827,Q99496
1828,Q99518
1829,Q99536
1830,Q99574
1831,Q99576
1832,Q99578
1833,Q99581
1834,Q99593
1835,Q99615
1836,Q99619
1837,Q99674
1838,Q99675
1839,Q99689
1840,Q99704
1841,Q99705
1842,Q99706
1843,Q99729
1844,Q99733
1845,Q99735
1846,Q99759
1847,Q99795
1848,Q99828
1849,Q99836
1850,Q99853
1851,Q99909
1852,Q99943
1853,Q99966
1854,Q99988
1855,Q9BPU6
1856,Q9BPZ2
1857,Q9BQ51
1858,Q9BQ61
1859,Q9BQ69
1860,Q9BQ90
1861,Q9BQE9
1862,Q9BQI0
1863,Q9BQP7
1864,Q9BQS2
1865,Q9BQT9
1866,Q9BQW3
1867,Q9BRG2
1868,Q9BRK0
1869,Q9BRQ3
1870,Q9BRR3
1871,Q9BRT8
1872,Q9BRV3
1873,Q9BS26
1874,Q9BS91
1875,Q9BSA9
1876,Q9BSE5
1877,Q9BSH4
1878,Q9BSI4
1879,Q9BSJ2
1880,Q9BSJ5
1881,Q9BSJ6
1882,Q9BSW7
1883,Q9BT17
1884,Q9BT23
1885,Q9BT40
1886,Q9BT67
1887,Q9BTC8
1888,Q9BTD3
1889,Q9BTE1
1890,Q9BTP7
1891,Q9BTV5
1892,Q9BTX1
1893,Q9BU40
1894,Q9BUB4
1895,Q9BUB7
1896,Q9BUE0
1897,Q9BUP0
1898,Q9BUR5
1899,Q9BUT9
1900,Q9BV23
1901,Q9BV79
1902,Q9BVA6
1903,Q9BVI4
1904,Q9BVJ7
1905,Q9BVM4
1906,Q9BVN2
1907,Q9BVS4
1908,Q9BVV2
1909,Q9BVX2
1910,Q9BW66
1911,Q9BWF2
1912,Q9BWG6
1913,Q9BWM7
1914,Q9BWP8
1915,Q9BWS9
1916,Q9BWT1
1917,Q9BWV7
1918,Q9BXA5
1919,Q9BXF6
1920,Q9BXS6
1921,Q9BXY4
1922,Q9BY10
1923,Q9BY15
1924,Q9BY42
1925,Q9BY78
1926,Q9BYC8
1927,Q9BYG0
1928,Q9BYJ4
1929,Q9BYQ7
1930,Q9BYR4
1931,Q9BYX7
1932,Q9BYZ8
1933,Q9BZB8
1934,Q9BZG8
1935,Q9BZL4
1936,Q9BZL6
1937,Q9BZQ2
1938,Q9BZR8
1939,Q9BZV2
1940,Q9BZW4
1941,Q9BZZ5
1942,Q9C019
1943,Q9C030
1944,Q9C0B0
1945,Q9C0C6
1946,Q9GZM5
1947,Q9GZN1
1948,Q9GZR2
1949,Q9GZS3
1950,Q9GZT8
1951,Q9GZV8
1952,Q9GZV9
1953,Q9GZX5
1954,Q9GZX6
1955,Q9GZY8
1956,Q9GZZ1
1957,Q9GZZ9
1958,Q9H040
1959,Q9H063
1960,Q9H082
1961,Q9H089
1962,Q9H0A8
1963,Q9H0C2
1964,Q9H0E7
1965,Q9H0F7
1966,Q9H0H3
1967,Q9H0H5
1968,Q9H0I2
1969,Q9H0K1
1970,Q9H0P0
1971,Q9H0R3
1972,Q9H0R5
1973,Q9H0U4
1974,Q9H0X6
1975,Q9H0Y0
1976,Q9H156
1977,Q9H172
1978,Q9H1B4
1979,Q9H1E1
1980,Q9H1E3
1981,Q9H1P3
1982,Q9H1X1
1983,Q9H204
1984,Q9H244
1985,Q9H252
1986,Q9H270
1987,Q9H293
1988,Q9H2B4
1989,Q9H2H0
1990,Q9H2H9
1991,Q9H2J7
1992,Q9H2K8
1993,Q9H2S6
1994,Q9H2U9
1995,Q9H2V7
1996,Q9H306
1997,Q9H310
1998,Q9H320
1999,Q9H334
2000,Q9H3K2
2001,Q9H3K6
2002,Q9H3M9
2003,Q9H3N8
2004,Q9H3U1
2005,Q9H3U5
2006,Q9H427
2007,Q9H4A6
2008,Q9H4A9
2009,Q9H4B7
2010,Q9H4F8
2011,Q9H4Q3
2012,Q9H4S2
2013,Q9H4T2
2014,Q9H4X1
2015,Q9H5H4
2016,Q9H5I1
2017,Q9H5N1
2018,Q9H611
2019,Q9H672
2020,Q9H6B9
2021,Q9H6E5
2022,Q9H6I2
2023,Q9H6Q4
2024,Q9H714
2025,Q9H741
2026,Q9H7X0
2027,Q9H7X3
2028,Q9H7Z6
2029,Q9H840
2030,Q9H8H3
2031,Q9H8M7
2032,Q9H8W4
2033,Q9H8X9
2034,Q9H8Y8
2035,Q9H977
2036,Q9H992
2037,Q9H9A5
2038,Q9H9H4
2039,Q9H9L7
2040,Q9H9S0
2041,Q9H9V9
2042,Q9H9Z2
2043,Q9HA38
2044,Q9HAB3
2045,Q9HAC7
2046,Q9HAC8
2047,Q9HAE3
2048,Q9HAI6
2049,Q9HAS3
2050,Q9HAT0
2051,Q9HAT8
2052,Q9HAV7
2053,Q9HAW9
2054,Q9HAY6
2055,Q9HB19
2056,Q9HB55
2057,Q9HB71
2058,Q9HBA0
2059,Q9HBF4
2060,Q9HBH5
2061,Q9HBI6
2062,Q9HBW1
2063,Q9HBY0
2064,Q9HBZ2
2065,Q9HC24
2066,Q9HC35
2067,Q9HC58
2068,Q9HCC0
2069,Q9HCH5
2070,Q9HCJ1
2071,Q9HCM9
2072,Q9HD23
2073,Q9N2K0
2074,Q9NP08
2075,Q9NP31
2076,Q9NP71
2077,Q9NP85
2078,Q9NP91
2079,Q9NP94
2080,Q9NPA2
2081,Q9NPB6
2082,Q9NPB9
2083,Q9NPC1
2084,Q9NPC8
2085,Q9NPE2
2086,Q9NPI9
2087,Q9NPJ4
2088,Q9NPJ8
2089,Q9NPR9
2090,Q9NQ33
2091,Q9NQ69
2092,Q9NQA5
2093,Q9NQC1
2094,Q9NQC7
2095,Q9NQG6
2096,Q9NQG7
2097,Q9NQM4
2098,Q9NQR1
2099,Q9NQR9
2100,Q9NQW8
2101,Q9NQX3
2102,Q9NQX5
2103,Q9NQX7
2104,Q9NQY0
2105,Q9NR21
2106,Q9NR23
2107,Q9NR80
2108,Q9NR82
2109,Q9NR90
2110,Q9NRA1
2111,Q9NRA2
2112,Q9NRF2
2113,Q9NRF8
2114,Q9NRG9
2115,Q9NRJ7
2116,Q9NRN7
2117,Q9NRQ2
2118,Q9NRX2
2119,Q9NRX5
2120,Q9NRX6
2121,Q9NS37
2122,Q9NS73
2123,Q9NS86
2124,Q9NSA2
2125,Q9NT62
2126,Q9NT99
2127,Q9NTK1
2128,Q9NTQ9
2129,Q9NU19
2130,Q9NUE0
2131,Q9NUK0
2132,Q9NUL7
2133,Q9NUM3
2134,Q9NUN7
2135,Q9NUQ2
2136,Q9NUT2
2137,Q9NVA2
2138,Q9NVE7
2139,Q9NVH1
2140,Q9NVH2
2141,Q9NVI7
2142,Q9NVN8
2143,Q9NVP2
2144,Q9NVR2
2145,Q9NVT9
2146,Q9NVV4
2147,Q9NW38
2148,Q9NW75
2149,Q9NWB6
2150,Q9NWD9
2151,Q9NWF9
2152,Q9NWH7
2153,Q9NWM0
2154,Q9NWM8
2155,Q9NWS0
2156,Q9NWT6
2157,Q9NWT8
2158,Q9NWU2
2159,Q9NWU5
2160,Q9NWV8
2161,Q9NWW9
2162,Q9NWZ5
2163,Q9NX01
2164,Q9NX08
2165,Q9NX14
2166,Q9NX40
2167,Q9NX46
2168,Q9NX55
2169,Q9NX65
2170,Q9NX95
2171,Q9NXF8
2172,Q9NXG6
2173,Q9NXI6
2174,Q9NXR5
2175,Q9NXR8
2176,Q9NY61
2177,Q9NYA1
2178,Q9NYG5
2179,Q9NYM4
2180,Q9NYP3
2181,Q9NYP9
2182,Q9NZ01
2183,Q9NZ09
2184,Q9NZ52
2185,Q9NZ63
2186,Q9NZ72
2187,Q9NZ81
2188,Q9NZD1
2189,Q9NZE8
2190,Q9NZJ0
2191,Q9NZN4
2192,Q9NZP8
2193,Q9NZT1
2194,Q9NZU1
2195,Q9NZV7
2196,Q9P000
2197,Q9P003
2198,Q9P055
2199,Q9P0I2
2200,Q9P0K7
2201,Q9P0K8
2202,Q9P0M6
2203,Q9P0R6
2204,Q9P0S3
2205,Q9P0T4
2206,Q9P121
2207,Q9P127
2208,Q9P1U0
2209,Q9P1W8
2210,Q9P258
2211,Q9P2A4
2212,Q9P2B2
2213,Q9P2K5
2214,Q9P2M1
2215,Q9P2W3
2216,Q9P2W9
2217,Q9P2X3
2218,Q9P2Y4
2219,Q9UBC7
2220,Q9UBH0
2221,Q9UBL6
2222,Q9UBN1
2223,Q9UBP4
2224,Q9UBP5
2225,Q9UBR1
2226,Q9UBT7
2227,Q9UBU2
2228,Q9UBU8
2229,Q9UBV8
2230,Q9UBW8
2231,Q9UBX5
2232,Q9UEE5
2233,Q9UEG4
2234,Q9UEW8
2235,Q9UF11
2236,Q9UF12
2237,Q9UFC0
2238,Q9UFG5
2239,Q9UG22
2240,Q9UG56
2241,Q9UGK8
2242,Q9UGM6
2243,Q9UGP5
2244,Q9UH73
2245,Q9UH77
2246,Q9UH92
2247,Q9UHI7
2248,Q9UHK6
2249,Q9UHQ1
2250,Q9UHW5
2251,Q9UI08
2252,Q9UI32
2253,Q9UI42
2254,Q9UI47
2255,Q9UIA0
2256,Q9UIE0
2257,Q9UIF7
2258,Q9UIG4
2259,Q9UIJ7
2260,Q9UJ83
2261,Q9UJA9
2262,Q9UJD0
2263,Q9UJS0
2264,Q9UJW0
2265,Q9UJW3
2266,Q9UJW9
2267,Q9UJY5
2268,Q9UK23
2269,Q9UK73
2270,Q9UKA8
2271,Q9UKG4
2272,Q9UKI9
2273,Q9UKJ8
2274,Q9UKK6
2275,Q9UKK9
2276,Q9UKP3
2277,Q9UKQ2
2278,Q9UKR0
2279,Q9UKR5
2280,Q9UKU9
2281,Q9UKW6
2282,Q9UL01
2283,Q9UL12
2284,Q9UL18
2285,Q9UL25
2286,Q9UL41
2287,Q9ULC3
2288,Q9ULE6
2289,Q9ULM2
2290,Q9ULP9
2291,Q9ULQ1
2292,Q9ULR3
2293,Q9ULT0
2294,Q9ULV1
2295,Q9ULV4
2296,Q9ULV5
2297,Q9ULW0
2298,Q9ULX3
2299,Q9ULX7
2300,Q9ULY5
2301,Q9UM01
2302,Q9UM19
2303,Q9UM21
2304,Q9UM63
2305,Q9UMQ6
2306,Q9UMX3
2307,Q9UN70
2308,Q9UN73
2309,Q9UN74
2310,Q9UN88
2311,Q9UNA3
2312,Q9UNE7
2313,Q9UNH6
2314,Q9UNH7
2315,Q9UNL4
2316,Q9UNM6
2317,Q9UNP4
2318,Q9UNS2
2319,Q9UNX4
2320,Q9UNZ2
2321,Q9UP83
2322,Q9UPN7
2323,Q9UPX6
2324,Q9UPY5
2325,Q9UQ49
2326,Q9UQ88
2327,Q9UQB8
2328,Q9UQB9
2329,Q9UQK1
2330,Q9Y215
2331,Q9Y216
2332,Q9Y222
2333,Q9Y223
2334,Q9Y226
2335,Q9Y227
2336,Q9Y241
2337,Q9Y244
2338,Q9Y252
2339,Q9Y265
2340,Q9Y266
2341,Q9Y277
2342,Q9Y287
2343,Q9Y296
2344,Q9Y2B4
2345,Q9Y2C3
2346,Q9Y2C4
2347,Q9Y2C5
2348,Q9Y2C9
2349,Q9Y2I2
2350,Q9Y2J0
2351,Q9Y2K6
2352,Q9Y2P5
2353,Q9Y2V3
2354,Q9Y2W2
2355,Q9Y2W7
2356,Q9Y2X7
2357,Q9Y2Y1
2358,Q9Y2Y9
2359,Q9Y315
2360,Q9Y336
2361,Q9Y365
2362,Q9Y388
2363,Q9Y3C4
2364,Q9Y3D3
2365,Q9Y3D7
2366,Q9Y3E5
2367,Q9Y3S2
2368,Q9Y3V2
2369,Q9Y462
2370,Q9Y484
2371,Q9Y496
2372,Q9Y4A8
2373,Q9Y4J8
2374,Q9Y4R8
2375,Q9Y4U1
2376,Q9Y4W2
2377,Q9Y4W6
2378,Q9Y508
2379,Q9Y574
2380,Q9Y592
2381,Q9Y5A9
2382,Q9Y5C1
2383,Q9Y5F2
2384,Q9Y5I7
2385,Q9Y5L2
2386,Q9Y5Q6
2387,Q9Y5T4
2388,Q9Y5U8
2389,Q9Y5X1
2390,Q9Y5X5
2391,Q9Y5Y5
2392,Q9Y5Z0
2393,Q9Y5Z4
2394,Q9Y5Z7
2395,Q9Y5Z9
2396,Q9Y625
2397,Q9Y646
2398,Q9Y663
2399,Q9Y672
2400,Q9Y678
2401,Q9Y692
2402,Q9Y6D9
2403,Q9Y6G9
2404,Q9Y6H6
2405,Q9Y6H8
2406,Q9Y6J6
2407,Q9Y6K9
2408,Q9Y6L6
2409,Q9Y6M4
2410,Q9Y6N8
2411,Q9Y6X2
2412,A0A087X1C5
2413,A0A0B4J2F0
2414,A0A0K2S4Q6
2415,A0AVK6
2416,A0JLT2
2417,A0PJK1
2418,A1XBS5
2419,A2IDD5
2420,A2RU30
2421,A2RUB1
2422,A4D126
2423,A4D161
2424,A4D1S5
2425,A6ND01
2426,A6NDE4
2427,A6NDG6
2428,A6NHX0
2429,A6NI15
2430,A6NIH7
2431,A6NJ78
2432,A6NMY6
2433,A6NNY8
2434,A8MPY1
2435,A8MT69
2436,A8MTJ6
2437,A8MTQ0
2438,A8MTZ0
2439,A8MUP2
2440,A8MVW5
2441,B0YJ81
2442,C9JR72
2443,F5H094
2444,G2XKQ0
2445,H0YL14
2446,L0R8F8
2447,M5A8F1
2448,O00144
2449,O00154
2450,O00175
2451,O00187
2452,O00192
2453,O00194
2454,O00217
2455,O00230
2456,O00231
2457,O00233
2458,O00241
2459,O00258
2460,O00305
2461,O00321
2462,O00341
2463,O00425
2464,O00451
2465,O00472
2466,O00482
2467,O00501
2468,O00526
2469,O00585
2470,O00592
2471,O00602
2472,O00716
2473,O00743
2474,O00744
2475,O00757
2476,O00764
2477,O14492
2478,O14495
2479,O14520
2480,O14523
2481,O14530
2482,O14543
2483,O14544
2484,O14556
2485,O14595
2486,O14625
2487,O14645
2488,O14653
2489,O14681
2490,O14713
2491,O14735
2492,O14764
2493,O14770
2494,O14772
2495,O14773
2496,O14775
2497,O14818
2498,O14862
2499,O14901
2500,O14904
2501,O14905
2502,O14920
2503,O14936
2504,O14966
2505,O14978
2506,O15066
2507,O15117
2508,O15131
2509,O15143
2510,O15151
2511,O15155
2512,O15182
2513,O15194
2514,O15198
2515,O15213
2516,O15229
2517,O15234
2518,O15243
2519,O15258
2520,O15287
2521,O15327
2522,O15374
2523,O15391
2524,O15392
2525,O15393
2526,O15405
2527,O15409
2528,O15455
2529,O15457
2530,O15460
2531,O15466
2532,O15467
2533,O15504
2534,O15514
2535,O15516
2536,O15529
2537,O15530
2538,O15552
2539,O43164
2540,O43169
2541,O43174
2542,O43187
2543,O43283
2544,O43315
2545,O43353
2546,O43365
2547,O43402
2548,O43435
2549,O43447
2550,O43448
2551,O43488
2552,O43493
2553,O43516
2554,O43559
2555,O43586
2556,O43614
2557,O43617
2558,O43653
2559,O43676
2560,O43678
2561,O43681
2562,O43731
2563,O43759
2564,O43766
2565,O43768
2566,O43772
2567,O43791
2568,O43809
2569,O43815
2570,O43889
2571,O43909
2572,O43916
2573,O43924
2574,O60216
2575,O60238
2576,O60239
2577,O60258
2578,O60294
2579,O60356
2580,O60383
2581,O60427
2582,O60443
2583,O60462
2584,O60477
2585,O60487
2586,O60499
2587,O60506
2588,O60507
2589,O60512
2590,O60551
2591,O60602
2592,O60684
2593,O60701
2594,O60704
2595,O60749
2596,O60760
2597,O60762
2598,O60826
2599,O60828
2600,O60829
2601,O60861
2602,O60894
2603,O60911
2604,O60931
2605,O60936
2606,O75015
2607,O75027
2608,O75031
2609,O75052
2610,O75061
2611,O75113
2612,O75131
2613,O75144
2614,O75170
2615,O75185
2616,O75317
2617,O75324
2618,O75330
2619,O75340
2620,O75348
2621,O75354
2622,O75355
2623,O75356
2624,O75360
2625,O75410
2626,O75425
2627,O75461
2628,O75473
2629,O75487
2630,O75489
2631,O75494
2632,O75508
2633,O75509
2634,O75553
2635,O75563
2636,O75569
2637,O75586
2638,O75593
2639,O75604
2640,O75607
2641,O75676
2642,O75677
2643,O75751
2644,O75817
2645,O75822
2646,O75832
2647,O75843
2648,O75886
2649,O75888
2650,O75899
2651,O75937
2652,O75951
2653,O76013
2654,O76024
2655,O76050
2656,O76070
2657,O76095
2658,O94804
2659,O94806
2660,O94842
2661,O94900
2662,O94919
2663,O94921
2664,O94929
2665,O94991
2666,O95073
2667,O95149
2668,O95150
2669,O95198
2670,O95202
2671,O95235
2672,O95238
2673,O95249
2674,O95251
2675,O95256
2676,O95264
2677,O95273
2678,O95279
2679,O95363
2680,O95390
2681,O95398
2682,O95416
2683,O95445
2684,O95475
2685,O95503
2686,O95562
2687,O95563
2688,O95628
2689,O95631
2690,O95639
2691,O95671
2692,O95672
2693,O95677
2694,O95684
2695,O95707
2696,O95711
2697,O95716
2698,O95718
2699,O95727
2700,O95755
2701,O95772
2702,O95801
2703,O95803
2704,O95822
2705,O95831
2706,O95832
2707,O95847
2708,O95863
2709,O95872
2710,O95931
2711,O95932
2712,O95936
2713,O95965
2714,O95970
2715,O95971
2716,O95999
2717,O96013
2718,O96018
2719,P00326
2720,P00738
2721,P00740
2722,P00750
2723,P00751
2724,P00813
2725,P01037
2726,P01135
2727,P01138
2728,P01178
2729,P01242
2730,P01282
2731,P01568
2732,P01570
2733,P01574
2734,P01583
2735,P01584
2736,P01593
2737,P01730
2738,P01848
2739,P01854
2740,P01860
2741,P01876
2742,P01903
2743,P02008
2744,P02533
2745,P02654
2746,P02671
2747,P02766
2748,P02768
2749,P02794
2750,P03905
2751,P03971
2752,P04075
2753,P04181
2754,P04234
2755,P04439
2756,P04628
2757,P04629
2758,P04839
2759,P05014
2760,P05089
2761,P05093
2762,P05109
2763,P05111
2764,P05120
2765,P05164
2766,P05165
2767,P05198
2768,P05230
2769,P05305
2770,P05388
2771,P05423
2772,P05496
2773,P05783
2774,P05937
2775,P06312
2776,P06401
2777,P06576
2778,P06702
2779,P06703
2780,P06730
2781,P06732
2782,P07098
2783,P07148
2784,P07199
2785,P07202
2786,P07225
2787,P07237
2788,P07315
2789,P07320
2790,P07332
2791,P07355
2792,P07437
2793,P07858
2794,P07911
2795,P07988
2796,P08100
2797,P08134
2798,P08173
2799,P08174
2800,P08195
2801,P08217
2802,P08218
2803,P08237
2804,P08246
2805,P08254
2806,P08263
2807,P08571
2808,P08574
2809,P08833
2810,P08842
2811,P08908
2812,P08910
2813,P08912
2814,P09104
2815,P09110
2816,P09210
2817,P09237
2818,P09382
2819,P09455
2820,P09693
2821,P09919
2822,P0CB47
2823,P0CG47
2824,P0DJD7
2825,P0DMC3
2826,P0DML3
2827,P0DMN0
2828,P0DSE1
2829,P0DUB6
2830,P10074
2831,P10092
2832,P10145
2833,P10155
2834,P10243
2835,P10253
2836,P10301
2837,P10323
2838,P10398
2839,P10451
2840,P10588
2841,P10636
2842,P10809
2843,P10912
2844,P11049
2845,P11161
2846,P11217
2847,P11310
2848,P11362
2849,P11488
2850,P11586
2851,P11684
2852,P11836
2853,P11912
2854,P12034
2855,P12235
2856,P12271
2857,P12272
2858,P12273
2859,P12318
2860,P12524
2861,P12532
2862,P12838
2863,P12955
2864,P12980
2865,P13073
2866,P13385
2867,P13497
2868,P13631
2869,P13639
2870,P13640
2871,P13645
2872,P13798
2873,P14061
2874,P14207
2875,P14316
2876,P14384
2877,P14598
2878,P14770
2879,P14778
2880,P14854
2881,P14927
2882,P15056
2883,P15086
2884,P15172
2885,P15173
2886,P15289
2887,P15309
2888,P15515
2889,P15531
2890,P15884
2891,P15954
2892,P16050
2893,P16083
2894,P16118
2895,P16298
2896,P16401
2897,P16403
2898,P16671
2899,P17021
2900,P17027
2901,P17174
2902,P17483
2903,P17516
2904,P17655
2905,P17677
2906,P17735
2907,P18031
2908,P18085
2909,P18089
2910,P18564
2911,P18615
2912,P18627
2913,P18846
2914,P19013
2915,P19022
2916,P19237
2917,P19419
2918,P19652
2919,P19801
2920,P19876
2921,P19878
2922,P19957
2923,P20042
2924,P20160
2925,P20226
2926,P20264
2927,P20339
2928,P20671
2929,P20674
2930,P20774
2931,P20783
2932,P20963
2933,P21281
2934,P21291
2935,P21397
2936,P21399
2937,P21673
2938,P21731
2939,P21781
2940,P21802
2941,P21854
2942,P22234
2943,P22460
2944,P22466
2945,P22692
2946,P22794
2947,P22888
2948,P23276
2949,P23297
2950,P23327
2951,P23368
2952,P23508
2953,P23526
2954,P23919
2955,P23946
2956,P24387
2957,P24394
2958,P24593
2959,P24855
2960,P24864
2961,P25021
2962,P25063
2963,P25100
2964,P25189
2965,P25205
2966,P25398
2967,P25787
2968,P25963
2969,P26012
2970,P26378
2971,P26440
2972,P26441
2973,P26572
2974,P26583
2975,P26599
2976,P26651
2977,P26718
2978,P26842
2979,P26992
2980,P27469
2981,P27658
2982,P28161
2983,P28356
2984,P28476
2985,P28566
2986,P28907
2987,P29120
2988,P29122
2989,P29373
2990,P29466
2991,P30038
2992,P30044
2993,P30047
2994,P30084
2995,P30086
2996,P30154
2997,P30301
2998,P30305
2999,P30419
3000,P30518
3001,P30550
3002,P30566
3003,P30837
3004,P30874
3005,P30926
3006,P31321
3007,P31358
3008,P31483
3009,P31512
3010,P31689
3011,P31939
3012,P31944
3013,P31946
3014,P31994
3015,P32119
3016,P32121
3017,P32249
3018,P32456
3019,P32856
3020,P33032
3021,P33260
3022,P33681
3023,P33992
3024,P33993
3025,P34741
3026,P34810
3027,P34931
3028,P34947
3029,P35080
3030,P35212
3031,P35218
3032,P35226
3033,P35236
3034,P35247
3035,P35346
3036,P35354
3037,P35443
3038,P35475
3039,P35503
3040,P35520
3041,P35606
3042,P35625
3043,P35638
3044,P35659
3045,P35663
3046,P35713
3047,P35790
3048,P36404
3049,P36542
3050,P36544
3051,P36578
3052,P36888
3053,P36952
3054,P36955
3055,P36980
3056,P37108
3057,P37287
3058,P38117
3059,P39086
3060,P39748
3061,P39900
3062,P40126
3063,P40200
3064,P40305
3065,P40692
3066,P40938
3067,P41143
3068,P41208
3069,P41217
3070,P41218
3071,P41221
3072,P41231
3073,P41247
3074,P41271
3075,P41587
3076,P41743
3077,P42081
3078,P42263
3079,P42568
3080,P42677
3081,P42766
3082,P43004
3083,P43166
3084,P43235
3085,P43246
3086,P43251
3087,P43307
3088,P43378
3089,P43405
3090,P43628
3091,P43631
3092,P43652
3093,P43694
3094,P45844
3095,P45877
3096,P46063
3097,P46093
3098,P46734
3099,P46776
3100,P46926
3101,P46937
3102,P47872
3103,P48023
3104,P48029
3105,P48050
3106,P48052
3107,P48058
3108,P48163
3109,P48201
3110,P48230
3111,P48426
3112,P48431
3113,P48539
3114,P48544
3115,P48546
3116,P48595
3117,P48637
3118,P48643
3119,P48740
3120,P48764
3121,P48788
3122,P48995
3123,P49005
3124,P49069
3125,P49221
3126,P49286
3127,P49321
3128,P49368
3129,P49411
3130,P49459
3131,P49590
3132,P49662
3133,P49683
3134,P49711
3135,P49716
3136,P49720
3137,P49754
3138,P49768
3139,P49770
3140,P49802
3141,P49862
3142,P49888
3143,P49910
3144,P49915
3145,P50135
3146,P50221
3147,P50281
3148,P50336
3149,P50402
3150,P50502
3151,P50542
3152,P50591
3153,P50607
3154,P50613
3155,P50990
3156,P51003
3157,P51159
3158,P51160
3159,P51449
3160,P51553
3161,P51580
3162,P51589
3163,P51649
3164,P51654
3165,P51665
3166,P51671
3167,P51674
3168,P51677
3169,P51685
3170,P51790
3171,P51793
3172,P51798
3173,P51801
3174,P51810
3175,P51888
3176,P51965
3177,P51993
3178,P52198
3179,P52298
3180,P52429
3181,P52435
3182,P52565
3183,P52594
3184,P52657
3185,P52738
3186,P52756
3187,P52788
3188,P52797
3189,P52803
3190,P52815
3191,P52945
3192,P52954
3193,P53007
3194,P53367
3195,P53384
3196,P53539
3197,P53673
3198,P53779
3199,P53803
3200,P53805
3201,P53999
3202,P54108
3203,P54136
3204,P54578
3205,P54709
3206,P54750
3207,P54826
3208,P54851
3209,P54886
3210,P55001
3211,P55010
3212,P55058
3213,P55087
3214,P55089
3215,P55145
3216,P55286
3217,P55289
3218,P55290
3219,P55771
3220,P55789
3221,P55795
3222,P55957
3223,P56177
3224,P56180
3225,P56192
3226,P56378
3227,P56539
3228,P56597
3229,P56693
3230,P56696
3231,P56703
3232,P56730
3233,P56746
3234,P56747
3235,P56817
3236,P57059
3237,P57082
3238,P57682
3239,P57727
3240,P57729
3241,P57740
3242,P58005
3243,P58012
3244,P58335
3245,P58340
3246,P58499
3247,P59103
3248,P59665
3249,P59780
3250,P60006
3251,P60014
3252,P60410
3253,P60411
3254,P60866
3255,P60896
3256,P60953
3257,P60981
3258,P61011
3259,P61073
3260,P61077
3261,P61221
3262,P61254
3263,P61353
3264,P61513
3265,P61960
3266,P61978
3267,P61981
3268,P62079
3269,P62249
3270,P62256
3271,P62273
3272,P62306
3273,P62312
3274,P62753
3275,P62829
3276,P62847
3277,P62857
3278,P62875
3279,P62877
3280,P62891
3281,P62910
3282,P62942
3283,P63165
3284,P63211
3285,P63218
3286,P63267
3287,P63279
3288,P68106
3289,P68133
3290,P69891
3291,P78310
3292,P78316
3293,P78345
3294,P78356
3295,P78380
3296,P78426
3297,P78536
3298,P78540
3299,P78545
3300,P78563
3301,P79483
3302,P80162
3303,P80365
3304,P81274
3305,P82251
3306,P83436
3307,P83731
3308,P83881
3309,P84074
3310,P84090
3311,P85037
3312,P85299
3313,P98171
3314,P98174
3315,P98175
3316,P98182
3317,P98187
3318,Q00532
3319,Q00535
3320,Q00536
3321,Q00604
3322,Q00887
3323,Q00973
3324,Q00978
3325,Q00987
3326,Q01085
3327,Q01105
3328,Q01167
3329,Q01433
3330,Q01449
3331,Q01524
3332,Q01628
3333,Q01658
3334,Q01664
3335,Q01850
3336,Q02156
3337,Q02161
3338,Q02535
3339,Q02556
3340,Q02577
3341,Q02750
3342,Q02809
3343,Q02930
3344,Q02985
3345,Q03013
3346,Q03052
3347,Q03111
3348,Q03188
3349,Q03393
3350,Q03426
3351,Q03519
3352,Q04206
3353,Q04695
3354,Q04724
3355,Q04844
3356,Q05066
3357,Q05084
3358,Q05655
3359,Q05932
3360,Q05D60
3361,Q06055
3362,Q06141
3363,Q06187
3364,Q06547
3365,Q06609
3366,Q06643
3367,Q07325
3368,Q07343
3369,Q07352
3370,Q07617
3371,Q07699
3372,Q07869
3373,Q08116
3374,Q08188
3375,Q08493
3376,Q08495
3377,Q08881
3378,Q08AG7
3379,Q08AH1
3380,Q08J23
3381,Q09328
3382,Q0D2I5
3383,Q0VAQ4
3384,Q0VDD7
3385,Q0VG06
3386,Q10472
3387,Q11128
3388,Q11201
3389,Q11203
3390,Q12792
3391,Q12851
3392,Q12866
3393,Q12891
3394,Q12894
3395,Q12905
3396,Q12906
3397,Q12929
3398,Q12959
3399,Q12972
3400,Q12979
3401,Q12983
3402,Q13002
3403,Q13007
3404,Q13049
3405,Q13084
3406,Q13118
3407,Q13126
3408,Q13137
3409,Q13153
3410,Q13155
3411,Q13164
3412,Q13185
3413,Q13188
3414,Q13241
3415,Q13247
